id,total_amount,amount_due,issue_date,due_date,paid_on_date,payer_id,days_to_pay,days_overdue_actual,status,current_days_overdue,issue_month,simulated_writeoff_date
5012,163363,192192.0,2022-02-18,2022-06-03,,bPBZIvFiIE1ZbZjvuYm7,,,Overdue,150.0,2022-02,2022-09-01
5013,163363,192192.0,2022-02-18,2022-06-03,,bPBZIvFiIE1ZbZjvuYm7,,,Overdue,150.0,2022-02,2022-09-01
5014,532954,0.0,2022-02-18,2022-04-19,2022-05-10,pKey9MQ59wyF6GhjWM5p,81.0,21.0,Paid,,2022-02,2022-07-18
5015,1960825,0.0,2022-02-18,2022-02-18,2022-02-18,JpduT7UYzXhuzAKpDFtM,0.0,0.0,Paid,,2022-02,2022-05-19
5016,25075,0.0,2022-02-18,2022-04-19,2022-04-14,yMUXolsw5xPmcmo8KRsI,55.0,-5.0,Paid,,2022-02,2022-07-18
5017,22950,0.0,2022-02-18,2022-04-19,2022-04-14,yMUXolsw5xPmcmo8KRsI,55.0,-5.0,Paid,,2022-02,2022-07-18
5018,65195,0.0,2022-02-18,2022-04-19,2022-04-14,yMUXolsw5xPmcmo8KRsI,55.0,-5.0,Paid,,2022-02,2022-07-18
5019,76500,0.0,2022-02-18,2022-04-19,2022-04-14,yMUXolsw5xPmcmo8KRsI,55.0,-5.0,Paid,,2022-02,2022-07-18
5020,1760962,0.0,2022-02-18,2022-04-19,2022-03-24,X7KDoztwcxzysJxWh3cv,34.0,-26.0,Paid,,2022-02,2022-07-18
5021,888330,0.0,2022-02-18,2022-04-19,2022-03-24,X7KDoztwcxzysJxWh3cv,34.0,-26.0,Paid,,2022-02,2022-07-18
5022,21250,0.0,2022-02-18,2022-04-04,2022-04-21,ZW6w9gaZiYJ45oS7t5Bb,62.0,17.0,Paid,,2022-02,2022-07-03
5023,44753,0.0,2022-02-18,2022-03-20,2022-03-31,aPBtcPqs36U0dN6BN1of,41.0,11.0,Paid,,2022-02,2022-06-18
5024,163368,0.0,2022-02-18,2022-04-19,2022-05-27,nELQW5vJOSBCgiwHissH,98.0,38.0,Paid,,2022-02,2022-07-18
5025,306516,0.0,2022-02-18,2022-04-19,2022-05-27,nELQW5vJOSBCgiwHissH,98.0,38.0,Paid,,2022-02,2022-07-18
5026,305789,0.0,2022-02-18,2022-04-19,2022-05-27,nELQW5vJOSBCgiwHissH,98.0,38.0,Paid,,2022-02,2022-07-18
5027,151585,0.0,2022-02-18,2022-04-19,2022-05-25,pKey9MQ59wyF6GhjWM5p,96.0,36.0,Paid,,2022-02,2022-07-18
5028,152646,0.0,2022-02-18,2022-04-19,2022-05-25,pKey9MQ59wyF6GhjWM5p,96.0,36.0,Paid,,2022-02,2022-07-18
5029,155036,0.0,2022-02-18,2022-04-19,2022-05-25,pKey9MQ59wyF6GhjWM5p,96.0,36.0,Paid,,2022-02,2022-07-18
5030,152315,0.0,2022-02-18,2022-04-19,2022-05-25,pKey9MQ59wyF6GhjWM5p,96.0,36.0,Paid,,2022-02,2022-07-18
5031,389774,0.0,2022-02-18,2022-04-19,2022-05-04,pKey9MQ59wyF6GhjWM5p,75.0,15.0,Paid,,2022-02,2022-07-18
5032,84516,0.0,2022-02-19,2022-04-20,2022-06-23,pKey9MQ59wyF6GhjWM5p,124.0,64.0,Paid,,2022-02,2022-07-19
5033,87212,0.0,2022-02-19,2022-04-20,2022-06-23,pKey9MQ59wyF6GhjWM5p,124.0,64.0,Paid,,2022-02,2022-07-19
5034,76064,0.0,2022-02-19,2022-04-20,2022-06-23,pKey9MQ59wyF6GhjWM5p,124.0,64.0,Paid,,2022-02,2022-07-19
5035,81364,0.0,2022-02-19,2022-04-20,2022-06-23,pKey9MQ59wyF6GhjWM5p,124.0,64.0,Paid,,2022-02,2022-07-19
5036,80982,0.0,2022-02-19,2022-04-20,2022-06-23,pKey9MQ59wyF6GhjWM5p,124.0,64.0,Paid,,2022-02,2022-07-19
5037,84516,0.0,2022-02-19,2022-04-20,2022-06-23,pKey9MQ59wyF6GhjWM5p,124.0,64.0,Paid,,2022-02,2022-07-19
5038,81364,0.0,2022-02-19,2022-04-20,2022-06-23,pKey9MQ59wyF6GhjWM5p,124.0,64.0,Paid,,2022-02,2022-07-19
5039,81364,0.0,2022-02-19,2022-04-20,2022-06-23,pKey9MQ59wyF6GhjWM5p,124.0,64.0,Paid,,2022-02,2022-07-19
5040,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5041,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5042,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5043,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5044,146078,0.0,2022-02-19,2022-03-21,2022-06-06,W7RV5xv0lH3oB4GJY20C,107.0,77.0,Paid,,2022-02,2022-06-19
5045,110029,0.0,2022-02-19,2022-04-20,2022-06-14,pKey9MQ59wyF6GhjWM5p,115.0,55.0,Paid,,2022-02,2022-07-19
5046,151625,0.0,2022-02-19,2022-04-20,2022-06-14,pKey9MQ59wyF6GhjWM5p,115.0,55.0,Paid,,2022-02,2022-07-19
5047,108813,0.0,2022-02-19,2022-04-20,2022-06-14,pKey9MQ59wyF6GhjWM5p,115.0,55.0,Paid,,2022-02,2022-07-19
5048,98862,0.0,2022-02-19,2022-04-20,2022-06-14,pKey9MQ59wyF6GhjWM5p,115.0,55.0,Paid,,2022-02,2022-07-19
5049,150929,0.0,2022-02-19,2022-04-20,2022-06-14,pKey9MQ59wyF6GhjWM5p,115.0,55.0,Paid,,2022-02,2022-07-19
5050,25577,0.0,2022-02-19,2022-03-21,2022-06-17,ehfPZs6dDZlc3AAoxE2f,118.0,88.0,Paid,,2022-02,2022-06-19
5051,96489,0.0,2022-02-19,2022-03-21,2022-06-04,vxt7xYB5bx0OuvfE99hH,105.0,75.0,Paid,,2022-02,2022-06-19
5052,323163,0.0,2022-02-19,2022-04-20,2022-05-27,kALsymEb2wujiPvDLmmA,97.0,37.0,Paid,,2022-02,2022-07-19
5053,285298,0.0,2022-02-19,2022-04-20,2022-05-27,kALsymEb2wujiPvDLmmA,97.0,37.0,Paid,,2022-02,2022-07-19
5054,339597,0.0,2022-02-19,2022-04-20,2022-05-27,kALsymEb2wujiPvDLmmA,97.0,37.0,Paid,,2022-02,2022-07-19
5055,348275,0.0,2022-02-19,2022-04-20,2022-05-27,kALsymEb2wujiPvDLmmA,97.0,37.0,Paid,,2022-02,2022-07-19
5056,329342,0.0,2022-02-19,2022-04-20,2022-05-27,kALsymEb2wujiPvDLmmA,97.0,37.0,Paid,,2022-02,2022-07-19
5057,154942,0.0,2022-02-19,2022-04-20,2022-05-27,kALsymEb2wujiPvDLmmA,97.0,37.0,Paid,,2022-02,2022-07-19
5058,230080,0.0,2022-02-19,2022-04-20,2022-05-27,kALsymEb2wujiPvDLmmA,97.0,37.0,Paid,,2022-02,2022-07-19
5059,2143970,0.0,2022-02-19,2022-03-26,2022-04-30,WfLk5Mql7UpNovIJPp6C,70.0,35.0,Paid,,2022-02,2022-06-24
5060,199472,0.0,2022-02-19,2022-03-21,2022-06-15,xe7F7H9RXXlM7hPB3T6O,116.0,86.0,Paid,,2022-02,2022-06-19
5061,28475,0.0,2022-02-19,2022-03-21,2022-06-15,xe7F7H9RXXlM7hPB3T6O,116.0,86.0,Paid,,2022-02,2022-06-19
5062,3128984,0.0,2022-02-19,2022-03-21,2022-04-21,FZBsxfxbzHyU23ZaNZVW,61.0,31.0,Paid,,2022-02,2022-06-19
5063,23800,0.0,2022-02-19,2022-03-21,2022-10-17,y180k97MnHt6EgwCl4TX,240.0,210.0,Paid,,2022-02,2022-06-19
5064,124950,0.0,2022-02-19,2022-03-21,2022-10-17,y180k97MnHt6EgwCl4TX,240.0,210.0,Paid,,2022-02,2022-06-19
5065,1235809,0.0,2022-02-19,2022-04-20,2022-10-25,huIXEhxBfSOq548jUIhM,248.0,188.0,Paid,,2022-02,2022-07-19
5066,1689094,0.0,2022-02-19,2022-04-20,2022-10-25,huIXEhxBfSOq548jUIhM,248.0,188.0,Paid,,2022-02,2022-07-19
5067,45220,0.0,2022-02-19,2022-03-21,2022-10-18,HsAmSGbjCOM4MwOU0WwY,241.0,211.0,Paid,,2022-02,2022-06-19
5068,2196289,0.0,2022-02-19,2022-04-20,2022-10-18,huIXEhxBfSOq548jUIhM,241.0,181.0,Paid,,2022-02,2022-07-19
5069,4068045,0.0,2022-02-19,2022-04-20,2022-05-18,pKey9MQ59wyF6GhjWM5p,88.0,28.0,Paid,,2022-02,2022-07-19
5070,96308,0.0,2022-02-19,2022-04-20,2022-06-14,pKey9MQ59wyF6GhjWM5p,115.0,55.0,Paid,,2022-02,2022-07-19
5071,86677,0.0,2022-02-19,2022-04-20,2022-06-14,pKey9MQ59wyF6GhjWM5p,115.0,55.0,Paid,,2022-02,2022-07-19
5072,10192,0.0,2022-02-19,2022-04-20,2022-06-28,pKey9MQ59wyF6GhjWM5p,129.0,69.0,Paid,,2022-02,2022-07-19
5073,37990,0.0,2022-02-19,2022-04-20,2022-06-28,pKey9MQ59wyF6GhjWM5p,129.0,69.0,Paid,,2022-02,2022-07-19
5074,46438,0.0,2022-02-19,2022-04-20,2022-06-28,pKey9MQ59wyF6GhjWM5p,129.0,69.0,Paid,,2022-02,2022-07-19
5075,46929,0.0,2022-02-19,2022-04-20,2022-06-28,pKey9MQ59wyF6GhjWM5p,129.0,69.0,Paid,,2022-02,2022-07-19
5076,41826,0.0,2022-02-19,2022-04-20,2022-06-28,pKey9MQ59wyF6GhjWM5p,129.0,69.0,Paid,,2022-02,2022-07-19
5077,30830,0.0,2022-02-19,2022-04-20,2022-06-28,pKey9MQ59wyF6GhjWM5p,129.0,69.0,Paid,,2022-02,2022-07-19
5078,22347,0.0,2022-02-19,2022-04-20,2022-06-28,pKey9MQ59wyF6GhjWM5p,129.0,69.0,Paid,,2022-02,2022-07-19
5079,35421,0.0,2022-02-19,2022-04-20,2022-06-28,pKey9MQ59wyF6GhjWM5p,129.0,69.0,Paid,,2022-02,2022-07-19
5080,4137,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5081,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5082,40682,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5083,62294,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5084,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5085,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5086,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5087,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5088,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5089,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5090,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5091,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5092,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5093,65090,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5094,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5095,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5096,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5097,62294,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5098,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5099,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5100,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5101,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5102,73744,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5103,37376,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5104,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5105,62294,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5106,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5107,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5108,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5109,36807,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5110,62294,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5111,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5112,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5113,68524,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5114,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5115,70267,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5116,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5117,40682,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5118,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5119,62294,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5120,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5121,58757,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5122,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5123,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5124,59161,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5125,42258,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5126,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5127,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5128,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5129,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5130,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5131,62294,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5132,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5133,8275,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5134,71223,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5135,42258,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5136,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5137,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5138,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5139,31147,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5140,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5141,15514,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5142,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5143,2069,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5144,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5145,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5146,68524,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5147,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5148,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5149,62294,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5150,42258,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5151,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5152,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5153,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5154,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5155,33460,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5156,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5157,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5158,2069,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5159,6206,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5160,62294,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5161,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5162,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5163,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5164,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5165,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5166,69159,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5167,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5168,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5169,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5170,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5171,48818,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5172,56954,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5173,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5174,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5175,6206,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5176,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5177,52814,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5178,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5179,67546,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5180,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5181,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5182,74752,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5183,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5184,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5185,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5186,6206,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5187,58001,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5188,43606,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5189,50709,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5190,8275,0.0,2022-02-19,2022-04-20,2022-06-24,pKey9MQ59wyF6GhjWM5p,125.0,65.0,Paid,,2022-02,2022-07-19
5191,191760,0.0,2022-02-19,2022-03-06,2022-07-21,NMj5ryaP1up5tq1ojmN2,152.0,137.0,Paid,,2022-02,2022-06-04
5192,48818,0.0,2022-02-19,2022-04-20,2022-06-27,pKey9MQ59wyF6GhjWM5p,128.0,68.0,Paid,,2022-02,2022-07-19
5193,48818,0.0,2022-02-19,2022-04-20,2022-06-27,pKey9MQ59wyF6GhjWM5p,128.0,68.0,Paid,,2022-02,2022-07-19
5194,48818,0.0,2022-02-19,2022-04-20,2022-06-27,pKey9MQ59wyF6GhjWM5p,128.0,68.0,Paid,,2022-02,2022-07-19
